Xanthomonas campestris pv. campestris str. 8004, complete genome. - 1..5148708
4273 proteins
Location	Strand	Length	PID	Gene	Synonym	Code	COG	Product
3167839..3168636	+	265	66574271	-	XC_2632	-	-	conserved hypothetical protein
3168682..3168996	+	104	66574272	-	XC_2633	-	-	conserved hypothetical protein
3169014..3169373	+	119	66574273	-	XC_2634	-	-	conserved hypothetical protein
3169613..3170827	+	404	66574274	-	XC_2635	-	-	conserved hypothetical protein
3171336..3173315	+	659	66574275	-	XC_2636	-	-	plasmid-related protein
3174078..3175364	-	428	66574276	-	XC_2637	-	-	hydroxylase
3175451..3176917	-	488	66574277	-	XC_2638	-	-	phage-related integrase
3177263..3178282	-	339	66574278	-	XC_2639	-	-	transcriptional regulator
3178560..3179840	-	426	66574279	-	XC_2640	-	-	seryl-tRNA synthetase
3179854..3180603	+	249	66574280	-	XC_2641	-	-	conserved hypothetical protein
3180684..3181280	+	198	66574281	-	XC_2642	-	-	TonB-like protein
3181264..3182580	-	438	66574282	-	XC_2643	-	-	3-phosphoshikimate 1-carboxyvinyltransferase
3182696..3183916	-	406	66574283	-	XC_2644	-	-	P-protein
3183965..3185050	-	361	66574284	-	XC_2645	-	-	phosphoserine aminotransferase
3185226..3186194	+	322	66574285	-	XC_2646	-	-	conserved hypothetical protein
3186346..3187002	+	218	66574286	-	XC_2647	-	-	conserved hypothetical protein
3186944..3187753	-	269	66574287	-	XC_2648	-	-	conserved hypothetical protein
3187865..3188140	+	91	66574288	-	XC_2649	-	-	conserved hypothetical protein
3188276..3188836	+	186	66574289	-	XC_2650	-	-	poly(hydroxyalcanoate) granule associated protein
3189078..3190079	+	333	66574290	-	XC_2651	-	-	conserved hypothetical protein
3190263..3190898	-	211	66574291	-	XC_2652	-	-	histidine utilization repressor
3191080..3192450	-	456	66574292	-	XC_2654	-	-	atrazine chlorohydrolase
3192430..3193716	+	428	66574293	-	XC_2653	-	-	imidazolonepropionase
3193729..3195270	+	513	66574294	-	XC_2655	-	-	histidine ammonia-lyase
3195305..3196147	+	280	66574295	-	XC_2656	-	-	formylglutamate amidohydrolase
3196148..3197830	+	560	66574296	-	XC_2657	-	-	urocanate hydratase
3197894..3198742	+	282	66574297	-	XC_2658	-	-	conserved hypothetical protein
3198963..3201425	-	820	66574298	-	XC_2659	-	-	glucose dehydrogenase
3201618..3204317	-	899	66574299	-	XC_2660	-	-	DNA gyrase subunit A
3204527..3205591	-	354	66574300	-	XC_2661	-	-	initiation factor eIF-2B
3205639..3206265	-	208	66574301	-	XC_2662	-	-	conserved hypothetical protein
3206437..3207411	-	324	66574302	-	XC_2663	-	-	lysyl-tRNA synthetase
3207408..3209909	-	833	66574303	-	XC_2664	-	-	DNA ligase
3209958..3211220	+	420	66574304	-	XC_2665	-	-	aminotransferase
3211402..3212136	-	244	66574305	-	XC_2666	-	-	cell division protein
3212193..3215696	-	1167	66574306	-	XC_2667	-	-	chromosome segregation protein
3215702..3216883	-	393	66574307	-	XC_2668	-	-	conserved hypothetical protein
3217199..3217648	-	149	66574308	-	XC_2669	-	-	50S ribosomal protein L9
3217941..3218171	-	76	66574309	-	XC_2670	-	-	30S ribosomal protein S18
3218183..3218617	-	144	66574310	-	XC_2671	-	-	30S ribosomal protein S6
3218966..3219331	-	121	66574311	-	XC_2672	-	-	conserved hypothetical protein
3219493..3220887	+	464	66574312	-	XC_2673	-	-	asparaginyl-tRNA synthetase
3220919..3221143	+	74	66574313	-	XC_2674	-	-	conserved hypothetical protein
3221140..3221445	+	101	66574314	-	XC_2675	-	-	conserved hypothetical protein
3221442..3221777	+	111	66574315	-	XC_2676	-	-	conserved hypothetical protein
3221779..3222417	+	212	66574316	-	XC_2677	-	-	transcriptional regulator protein Pai2
3222511..3223173	+	220	66574317	-	XC_2678	-	-	carbonic anhydrase
3223249..3223779	+	176	66574318	-	XC_2679	-	-	3-hydroxyanthranilate 3,4-dioxygenase
3223728..3225971	+	747	66574319	-	XC_2680	-	-	conserved hypothetical protein
3226001..3227275	+	424	66574320	-	XC_2681	-	-	kynureninase
3227325..3228695	+	456	66574321	-	XC_2682	-	-	kynurenine 3-monooxygenase
3229062..3230507	+	481	66574322	-	XC_2683	-	-	exodeoxyribonuclease I
3230504..3231190	+	228	66574323	-	XC_2684	-	-	conserved hypothetical protein
3231303..3231875	+	190	66574324	-	XC_2685	-	-	conserved hypothetical protein
3231912..3232655	-	247	66574325	-	XC_2686	-	-	transferase
3232652..3233617	-	321	66574326	-	XC_2687	-	-	5'-nucleotidase
3233789..3234565	-	258	66574327	-	XC_2688	-	-	conserved hypothetical protein
3234777..3237047	-	756	66574328	-	XC_2689	-	-	conserved hypothetical protein
3237083..3238696	-	537	66574329	-	XC_2690	-	-	ABC transporter ATP-binding protein
3239062..3240021	-	319	66574330	-	XC_2691	-	-	conserved hypothetical protein
3240196..3240702	-	168	66574331	-	XC_2692	-	-	acetyltransferase
3240747..3241274	-	175	66574332	-	XC_2693	-	-	conserved hypothetical protein
3241271..3241762	-	163	66574333	-	XC_2694	-	-	conserved hypothetical protein
3241786..3242361	+	191	66574334	-	XC_2695	-	-	conserved hypothetical protein
3242371..3243321	-	316	66574335	-	XC_2696	-	-	conserved hypothetical protein
3243395..3244282	-	295	66574336	-	XC_2697	-	-	thiosulfate sulfurtransferase
3244279..3245076	-	265	66574337	-	XC_2698	-	-	MutT/nudix family protein
3245167..3245865	-	232	66574338	-	XC_2699	-	-	peptidyl-prolyl cis-trans isomerase
3246030..3246812	+	260	66574339	-	XC_2700	-	-	3-hydroxybutyryl-CoA dehydratase
3246823..3247191	+	122	66574340	-	XC_2701	-	-	conserved hypothetical protein
3247188..3247871	+	227	66574341	-	XC_2702	-	-	endonuclease III
3248074..3249633	-	519	66574342	-	XC_2703	-	-	sulfate transporter
3249646..3250326	-	226	66574343	-	XC_2704	-	-	carbonic anhydrase
3250438..3250779	-	113	66574344	-	XC_2705	-	-	hypothetical protein
3251098..3252348	+	416	66574345	-	XC_2706	-	-	polyphosphate-selective porin O
3252468..3253559	+	363	66574346	-	XC_2707	-	-	phosphate binding protein
3253737..3254828	+	363	66574347	-	XC_2708	-	-	ABC transporter phosphate binding protein
3254941..3255915	+	324	66574348	-	XC_2709	-	-	ABC transporter phosphate permease
3255915..3256778	+	287	66574349	-	XC_2710	-	-	ABC transporter phosphate permease
3256828..3257631	+	267	66574350	-	XC_2711	-	-	phosphate ABC transporter ATP-binding protein
3257752..3258462	+	236	66574351	-	XC_2712	-	-	phosphate transport system protein
3258597..3259001	+	134	66574352	-	XC_2713	-	-	conserved hypothetical protein
3259141..3259791	+	216	66574353	-	XC_2714	-	-	ribonuclease T
3259970..3263122	-	1050	66574354	-	XC_2715	-	-	conserved hypothetical protein
3263250..3263999	-	249	66574355	-	XC_2716	-	-	tRNA/rRNA methyltransferase
3264316..3264789	-	157	66574356	-	XC_2717	-	-	conserved hypothetical protein
3264916..3267339	-	807	66574357	-	XC_2718	-	-	RNase R
3268200..3269645	-	481	66574358	-	XC_2719	-	-	acetylhydrolase
3269744..3270010	+	88	66574359	-	XC_2720	-	-	hypothetical protein
3270484..3270594	-	36	66574360	-	XC_2721	-	-	conserved hypothetical protein
3270901..3272049	-	382	66574361	-	XC_2722	-	-	acyl-CoA dehydrogenase
3272116..3273168	+	350	66574362	-	XC_2723	-	-	transcriptional regulator
3273165..3274304	+	379	66574363	-	XC_2724	-	-	5-methyltetrahydrofolate-homocysteine methyl transferase
3274387..3277143	+	918	66574364	-	XC_2725	-	-	5-methyltetrahydrofolate-homocysteine methyltransferase
3277559..3278764	-	401	66574365	-	XC_2726	-	-	conserved hypothetical protein
3278761..3279819	-	352	66574366	-	XC_2727	-	-	fructokinase
3279744..3281054	-	436	66574367	-	XC_2728	-	-	glucose/galactose transporter
3281068..3282108	-	346	66574368	-	XC_2729	-	-	transcriptional regulator
3282422..3283258	-	278	66574369	-	XC_2730	-	-	conserved hypothetical protein
3283512..3284207	-	231	66574370	-	XC_2731	-	-	conserved hypothetical protein
3284208..3284444	-	78	66574371	-	XC_2732	-	-	conserved hypothetical protein
3284437..3285783	-	448	66574372	-	XC_2733	-	-	UDP-glucose dehydrogenase
3285808..3286701	-	297	66574373	-	XC_2734	-	-	FKBP-type peptidyl-prolyl cis-trans isomerase
3286862..3287419	-	185	66574374	-	XC_2735	-	-	ABC transporter vitamin B12 uptake permease
3287805..3288167	+	120	66574375	-	XC_2736	-	-	transcriptional regulator gntR family
3288164..3289039	+	291	66574376	-	XC_2737	-	-	ABC transporter ATP-binding protein
3289036..3290022	+	328	66574377	-	XC_2738	-	-	conserved hypothetical protein
3290032..3290856	+	274	66574378	-	XC_2739	-	-	conserved hypothetical protein
3290884..3291417	+	177	66574379	-	XC_2740	-	-	conserved hypothetical protein
3291489..3291938	+	149	66574380	-	XC_2741	-	-	conserved hypothetical protein
3292043..3293446	-	467	66574381	-	XC_2742	-	-	fumarate hydratase
3293691..3295055	+	454	66574382	-	XC_2743	-	-	conserved hypothetical protein
3295091..3296458	+	455	66574383	-	XC_2744	-	-	adenylosuccinate lyase
3297023..3297211	+	62	66574384	-	XC_2745	-	-	conserved hypothetical protein
3297471..3297974	+	167	66574385	-	XC_2746	-	-	conserved hypothetical protein
3298145..3299692	+	515	66574386	-	XC_2747	-	-	conserved hypothetical protein
3299689..3300600	+	303	66574387	-	XC_2748	-	-	conserved hypothetical protein
3300637..3303609	+	990	66574388	-	XC_2749	-	-	oxoglutarate dehydrogenase
3303652..3304866	+	404	66574389	-	XC_2750	-	-	dihydrolipoamide S-succinyltransferase
3305013..3306449	+	478	66574390	-	XC_2751	-	-	dihydrolipoamide dehydrogenase
3306510..3307196	+	228	66574391	-	XC_2752	-	-	conserved hypothetical protein
3307408..3308010	+	200	66574392	-	XC_2753	-	-	conserved hypothetical protein
3308007..3309773	+	588	66574393	-	XC_2754	-	-	ABC transporter ATP-binding protein
3309869..3310768	+	299	66574394	-	XC_2755	-	-	hydrogen peroxide-inducible genes activator protein
3310857..3312548	+	563	66574395	-	XC_2756	-	-	toxin secretion ABC transporter ATP-binding protein
3312532..3313617	+	361	66574396	-	XC_2757	-	-	RND efflux membrane fusion protein
3313614..3315017	+	467	66574397	-	XC_2758	-	-	outer membrane component of multidrug efflux pump
3315288..3315485	+	65	66574398	-	XC_2759	-	-	hypothetical protein
3315863..3316990	-	375	66574399	-	XC_2760	-	-	chorismate mutase/prephenate dehydrogenase
3316987..3317895	-	302	66574400	-	XC_2761	-	-	pyridoxine kinase
3318270..3319400	-	376	66574401	-	XC_2762	-	-	DnaJ protein
3319539..3321467	-	642	66574402	-	XC_2763	-	-	DnaK protein
3321609..3322202	-	197	66574403	-	XC_2764	-	-	GrpE protein
3322228..3323337	-	369	66574404	-	XC_2765	-	-	heat-inducible transcriptional repressor
3323398..3325062	+	554	66574405	-	XC_2766	-	-	recombination protein N
3325716..3326141	-	141	66574406	-	XC_2767	-	-	ferric uptake regulator Fur
3326230..3326625	+	131	66574407	-	XC_2768	-	-	outer membrane protein
3326848..3327144	-	98	66574408	-	XC_2769	-	-	conserved hypothetical protein
3327147..3327578	-	143	66574409	-	XC_2770	-	-	conserved hypothetical protein
3327639..3328142	+	167	66574410	-	XC_2771	-	-	small protein B
3328367..3330127	-	586	66574411	-	XC_2772	-	-	serine peptidase
3331590..3331769	-	59	66574412	-	XC_2773	-	-	conserved hypothetical protein
3331826..3332308	-	160	66574413	-	XC_2774	-	-	conserved hypothetical protein
3332559..3332936	-	125	66574414	-	XC_2775	-	-	conserved hypothetical protein
3332936..3333739	-	267	66574415	-	XC_2776	-	-	conserved hypothetical protein
3334900..3338463	-	1187	66574416	-	XC_2777	-	-	phage-related protein
3339234..3340541	-	435	66574417	-	XC_2778	-	-	phage-related integrase
3340580..3342004	+	474	66574418	-	XC_2779	-	-	IS1478 transposase
3342179..3342808	+	209	66574419	-	XC_2780	-	-	phage-related integrase
3342777..3343469	+	230	66574420	-	XC_2781	-	-	conserved hypothetical protein
3343540..3344277	-	245	66574421	-	XC_2782	-	-	conserved hypothetical protein
3344677..3345729	+	350	66574422	-	XC_2783	-	-	IS1477 transposase
3345860..3347284	+	474	66574423	-	XC_2784	-	-	IS1478 transposase
3347629..3350826	-	1065	66574424	-	XC_2785	-	-	helicase
3350823..3352298	-	491	66574425	-	XC_2786	-	-	conserved hypothetical protein
3352442..3353158	-	238	66574426	-	XC_2787	-	-	conserved hypothetical protein
3353163..3355052	-	629	66574427	-	XC_2788	-	-	conserved hypothetical protein
3355072..3355752	-	226	66574428	-	XC_2789	-	-	conserved hypothetical protein
3355689..3356903	-	404	66574429	-	XC_2790	-	-	IS1481 transposase
3357801..3358049	-	82	66574430	-	XC_2791	-	-	conserved hypothetical protein
3358273..3358515	-	80	66574431	-	XC_2792	-	-	conserved hypothetical protein
3358661..3360358	+	565	66574432	-	XC_2793	-	-	sensor histidine kinase
3360375..3360620	-	81	66574433	-	XC_2794	-	-	conserved hypothetical protein
3360858..3361832	+	324	66574434	-	XC_2795	-	-	conserved hypothetical protein
3361927..3363351	-	474	66574435	-	XC_2796	-	-	outer membrane protein
3363345..3364076	-	243	66574436	-	XC_2797	-	-	short chain dehydrogenase
3364110..3367280	-	1056	66574437	-	XC_2798	-	-	RND multidrug efflux transporter MexF
3367462..3368652	-	396	66574438	-	XC_2799	-	-	RND multidrug efflux membrane fusion protein
3368649..3369467	-	272	66574439	-	XC_2800	-	-	aklaviketone reductase
3369776..3370810	+	344	66574440	-	XC_2801	-	-	transcriptional regulator
3371582..3372307	-	241	66574441	-	XC_2802	-	-	outer membrane protein
3372441..3373895	-	484	66574442	-	XC_2803	-	-	photolyase-like protein
3374150..3375580	-	476	66574443	-	XC_2804	-	-	replicative DNA helicase
3375769..3376323	-	184	66574444	-	XC_2805	-	-	conserved hypothetical protein
3376398..3378341	-	647	66574445	-	XC_2806	-	-	asparagine synthase
3378364..3378987	-	207	66574446	-	XC_2807	-	-	glutathione S-transferase
3379217..3381841	-	874	66574447	-	XC_2808	-	-	conserved hypothetical protein
3381856..3383019	-	387	66574448	-	XC_2809	-	-	glutaryl-CoA dehydrogenase
3383196..3383972	-	258	66574449	-	XC_2810	-	-	conserved hypothetical protein
3384117..3384332	+	71	66574450	-	XC_2811	-	-	conserved hypothetical protein
3384332..3385099	+	255	66574451	-	XC_2812	-	-	conserved hypothetical protein
3385145..3385975	-	276	66574452	-	XC_2813	-	-	molybdopterin biosynthesis protein
3386023..3386451	+	142	66574453	-	XC_2814	-	-	conserved hypothetical protein
3386571..3387053	+	160	66574454	-	XC_2815	-	-	peptidoglycan-associated outer membrane lipoprotein
3387130..3387345	-	71	66574455	-	XC_2816	-	-	major cold shock protein
3387574..3388059	+	161	66574456	-	XC_2817	-	-	conserved hypothetical protein
3388226..3389356	+	376	66574457	-	XC_2818	-	-	phospholipase
3389550..3390233	-	227	66574458	-	XC_2819	-	-	carbonic anhydrase
3390373..3391008	-	211	66574459	-	XC_2820	-	-	glutathione S-transferase
3391037..3391384	-	115	66574460	-	XC_2821	-	-	conserved hypothetical protein
3391656..3393209	-	517	66574461	-	XC_2822	-	-	fumarate hydratase
3393358..3395283	+	641	66574462	-	XC_2823	-	-	ABC transporter ATP-binding protein
3395507..3396286	+	259	66574463	-	XC_2824	-	-	ferredoxin-NADP reductase
3396445..3396930	-	161	66574464	-	XC_2825	-	-	glutathione peroxidase-like protein
3397152..3399302	+	716	66574465	-	XC_2826	-	-	peptidyl-dipeptidase
3399530..3400030	-	166	66574466	-	XC_2827	-	-	transcriptional regulator marR family
3400095..3400937	-	280	66574467	-	XC_2828	-	-	conserved hypothetical protein
3400970..3401413	-	147	66574468	-	XC_2829	-	-	conserved hypothetical protein
3401515..3401670	+	51	66574469	-	XC_2830	-	-	conserved hypothetical protein
3401878..3402486	-	202	66574470	-	XC_2831	-	-	conserved hypothetical protein
3402494..3404356	-	620	66574471	-	XC_2832	-	-	oligopeptide transporter
3404522..3406291	+	589	66574472	-	XC_2833	-	-	conserved hypothetical protein
3406410..3408653	+	747	66574473	-	XC_2834	-	-	beta-glucosidase
3409336..3409833	-	165	66574474	-	XC_2835	-	-	conserved hypothetical protein
3410110..3410958	+	282	66574475	-	XC_2836	-	-	conserved hypothetical protein
3410978..3412558	-	526	66574476	-	XC_2837	-	-	multidrug resistance membrane translocase
3412565..3413758	-	397	66574477	-	XC_2838	-	-	multidrug resistance efflux pump
3413769..3415283	-	504	66574478	-	XC_2839	-	-	outer membrane efflux protein
3415280..3415723	-	147	66574479	-	XC_2840	-	-	transcriptional regulator marR family
3415845..3416708	+	287	66574480	-	XC_2841	-	-	transcriptional regulator
3416769..3419012	+	747	66574481	-	XC_2842	-	-	topoisomerase IV subunit A
3419546..3420202	+	218	66574482	-	XC_2843	-	-	thiopurine methyltransferase
3420483..3420968	-	161	66574483	-	XC_2844	-	-	bacterioferritin
3421044..3423530	+	828	66574484	-	XC_2845	-	-	penicillin acylase II
3423957..3426098	+	713	66574485	-	XC_2846	-	-	iron receptor
3426325..3427485	+	386	66574486	-	XC_2847	-	-	conserved hypothetical protein
3427689..3429383	-	564	66574487	-	XC_2848	-	-	asparagine synthase B
3429753..3430625	+	290	66574488	-	XC_2850	-	-	conserved hypothetical protein
3430819..3432018	-	399	66574489	-	XC_2851	-	-	succinyl-diaminopimelate desuccinylase
3432058..3432414	-	118	66574490	-	XC_2852	-	-	conserved hypothetical protein
3432411..3432779	-	122	66574491	-	XC_2853	-	-	conserved hypothetical protein
3432881..3434053	-	390	66574492	-	XC_2854	-	-	2,3,4,5-tetrahydropyridine-2-carboxylate N-succin
3434074..3436683	-	869	66574493	-	XC_2855	-	-	protein-PII uridylyltransferase
3436680..3437456	-	258	66574494	-	XC_2856	-	-	methionine aminopeptidase
3437688..3438278	+	196	66574495	-	XC_2857	-	-	protein U
3438275..3439030	+	251	66574496	-	XC_2858	-	-	pili assembly chaperone
3438960..3441395	+	811	66574497	-	XC_2859	-	-	outer membrane usher protein FasD
3441371..3442426	+	351	66574498	-	XC_2860	-	-	conserved hypothetical protein
3442493..3442813	+	106	66574499	-	XC_2861	-	-	conserved hypothetical protein
3442815..3443531	+	238	66574500	-	XC_2862	-	-	pili assembly chaperone
3443829..3444656	+	275	66574501	-	XC_2863	-	-	30S ribosomal protein S2
3444779..3445705	+	308	66574502	-	XC_2864	-	-	elongation factor Ts
3446049..3446849	+	266	66574503	-	XC_2865	-	-	conserved hypothetical protein
3446846..3447511	+	221	66574504	-	XC_2866	-	-	conserved hypothetical protein
3447619..3448341	+	240	66574505	-	XC_2867	-	-	uridylate kinase
3448578..3449135	+	185	66574506	-	XC_2868	-	-	ribosome recycling factor
3449138..3449914	+	258	66574507	-	XC_2869	-	-	undecaprenyl pyrophosphate synthetase
3449911..3450738	+	275	66574508	-	XC_2870	-	-	phosphatidate cytidylyltransferase
3450741..3451931	+	396	66574509	-	XC_2871	-	-	1-deoxy-D-xylulose 5-phosphate reductoisomerase
3451958..3453304	+	448	66574510	-	XC_2872	-	-	conserved hypothetical protein
3453301..3455757	+	818	66574511	-	XC_2873	-	-	outer membrane antigen
3455839..3456039	-	66	66574512	-	XC_2874	-	-	conserved hypothetical protein
3456167..3457180	+	337	66574513	-	XC_2875	-	-	UDP-3-O-(R-3-hydroxymyristoyl)-glucosamine N-acyltransferase
3457177..3457638	+	153	66574514	-	XC_2876	-	-	(3r)-hydroxymyristoyl ACP dehydrase
3457660..3458451	+	263	66574515	-	XC_2877	-	-	UDP-N-acetylglucosamine acyltransferase
3458568..3459764	+	398	66574516	-	XC_2878	-	-	lipid A disaccharide synthase
3459761..3460483	+	240	66574517	-	XC_2879	-	-	ribonuclease HII
3460720..3464310	+	1196	66574518	-	XC_2880	-	-	DNA polymerase III alpha chain
3464465..3465424	+	319	66574519	-	XC_2881	-	-	acetyl-coenzyme A carboxylase carboxyl transferase
3465482..3466237	+	251	66574520	-	XC_2882	-	-	conserved hypothetical protein
3466364..3466810	-	148	66574521	-	XC_2883	-	-	conserved hypothetical protein
3466837..3467484	+	215	66574522	-	XC_2884	-	-	conserved hypothetical protein
3467546..3468946	+	466	66574523	-	XC_2885	-	-	PHB depolymerase
3469479..3470390	-	303	66574524	-	XC_2886	-	-	sensor protein
3470387..3470755	-	122	66574525	-	XC_2887	-	-	conserved hypothetical protein
3471207..3472724	+	505	66574526	-	XC_2888	-	-	conserved hypothetical protein
